ROLot,date,time,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40
ROLot-00100,2022-03-25,12:57:40,106.63717813471867,96.19921075390096,109.94973532961887,133.81177621661755,94.8242885661803,120.52194803252044,111.88599427169478,107.95622763324032,86.04729603553633,113.1110551588626,115.04069687179005,132.29380794855302,97.21268609823028,102.61970175692898,155.28913856444444,95.67556732112959,126.4216238182427,108.19217813027791,111.36939772074297,55.69319950839438,49.49239846977883,84.49278481005443,100.89195728461502,71.78733194797528,112.18889233873591,86.78518607063651,89.58403888238962,82.04099264072057,67.27953012623215,60.38807904139808,125.63135072310797,57.61335381241646,116.47655981508841,122.2793396829167,120.04018696053289,196.86225483087074,82.6126777760507,64.95489168399669,99.09188325183142,71.32867329351957
ROLot-00060,2022-03-25,13:54:04,113.18604886772921,97.04452100485244,111.77232168174744,133.11412036118986,93.01157830909291,122.47701789233324,106.15328577505751,101.71845026334631,75.76028869132432,117.6521227082092,117.32592018312398,123.06776857815197,97.82078443605094,109.62656660565328,152.33245032164734,98.02452382898714,120.34206059172985,106.0095812385195,109.00440942631523,56.50113740513971,47.80926131800476,83.63819423514077,108.97428945008805,69.98828747326176,109.88447951411023,91.72436833831155,94.30868674642856,81.79206424135405,68.51314164839859,60.07972041243249,127.82345063888509,59.22150506144401,117.75136685761554,124.93306969850548,116.40430831170963,148.48732178930285,84.03712387111042,65.17143791533972,107.7821097629407,74.35750918764089
ROLot-00082,2022-03-25,14:49:51,107.78391702468741,107.33171607878917,107.40963352272114,140.0587344673254,93.20902302916772,122.2423511674349,108.62699164226834,102.48070163817025,85.19804851729278,115.06604830275978,112.16356299387289,130.52863356060374,97.00752056758068,101.02722788873567,150.9308510316145,101.97472474629423,131.44088156780836,109.468585356843,106.28368799146968,52.770213584359,48.33300591082012,91.45826329950224,110.59709409525267,61.40704032691292,107.05830186600738,87.61402737999744,97.68261812729388,85.82585363140704,67.3588203840463,58.425858064915275,133.45883667131736,58.39433947889443,117.54184675294368,169.0371302672034,115.33375102299158,142.34401882776032,84.1746093588787,63.04824532618079,105.32013848768916,79.63304686433676
ROLot-00083,2022-03-26,11:19:19,108.03694782767664,109.92950782749031,110.03903891754479,138.21182131676827,94.10163723298987,121.01601998194785,109.37094013152539,108.43323586022358,89.04554126125987,124.30255684693917,119.65604916773829,122.84121222288833,97.48697890504711,113.83626186604567,155.91260135954724,94.46801806192306,121.81893318361875,106.6731990294133,109.1719521895152,57.91930787948848,48.748315175521206,73.60799535676233,108.63707770128285,58.59546709654707,99.88134872821325,86.93205013974203,108.51818160533524,80.65213284158638,73.64521988402329,58.60106977950187,118.72801119198742,57.88112097979251,121.40287267483741,131.47134820226188,116.6176682688874,148.9371452555043,86.90040449357724,60.046800650124055,99.75682847384344,84.25754872239095
ROLot-00103,2022-03-26,13:18:17,114.19865763517443,106.86756348669779,104.18957134697965,135.90706257927786,93.61798860153999,121.09220481369212,107.88319381746808,114.01633730496793,91.49645178728815,117.53001153792846,115.89525924919887,126.92060976100896,95.1480431237685,109.52252300592777,157.2500301767882,95.4740292230647,122.93158064108772,111.5166590067375,98.96866589067868,56.0838513044001,50.57094964198664,78.76121281937192,106.69981164732619,66.29699279229501,105.75463286247259,91.53336000932515,96.9789534462209,91.01340812989318,73.84751828068052,63.675710048801136,124.33734970557286,60.56150121357422,118.82552557865094,126.71629125939188,112.34917591163608,162.93798300778545,86.30368074008759,58.77846408579959,107.5655895585329,80.96897491134777
ROLot-00068,2022-03-27,10:44:55,128.80464911565394,112.52545946121423,105.11402688067378,135.1612376330851,95.99365060547498,118.5281058238796,114.98420478162018,105.4246924921285,95.30932270099932,119.00111078107,121.22208979755813,145.682321869818,103.30619002722652,112.03816139874982,160.35636068754658,100.2323437620411,118.38208949128784,119.08399205951432,100.01358680051455,61.84936272107888,48.62053639442982,60.12603865856526,113.13546288587963,58.836496454377496,100.5387739731564,90.47083784063814,101.1246836956257,91.91554960301563,80.43824821687059,63.027644694663486,124.5980696536608,61.63781936923806,125.15890004240485,129.23931784241535,124.97082001748011,165.18297076288377,89.76912155286864,51.06700871877914,106.00818281092319,86.47084152024412
ROLot-00101,2022-03-27,12:52:01,115.59607022057867,109.98770558206407,104.35319640259866,137.26966701847158,95.70647995481632,126.37374491043853,111.18602947479326,110.17153552694988,97.5860869942805,163.04068503380148,123.93852760073,131.98838566017807,100.83112358198306,107.49534704826672,161.82645890203864,92.37450466725073,109.70199658952916,122.6514475472487,86.54035889155621,58.79638038037115,47.33368976121014,68.82369893250285,106.89798998906429,58.965059388084256,104.82753668744282,87.1394382759715,104.51080520490234,93.71547539422099,80.1945515816007,62.29982249771588,126.23646114306749,64.31838087549592,121.41493181811695,127.50269892693463,118.17536455663586,163.7700937198575,88.84168639855596,50.7659291997033,106.5570250061719,90.13359691472591
ROLot-00059,2022-03-29,14:29:51,120.7023858950544,103.31112643523493,110.3847301867332,118.2359330097546,99.07714692162943,126.18364783007581,132.46397620472703,98.30780429556133,99.39113907326848,111.90650909170988,125.86587613540533,133.7103827880647,109.86308666232814,100.4591642384429,155.5102257548363,96.2664899388057,117.68171566109663,131.61967519930892,106.27664956608422,69.7043633307746,58.42497332413643,56.506396043785955,114.57356319987362,52.131706606340025,116.09004597943466,87.70653383293924,95.13143618178994,85.92518974280682,83.29182418652367,76.4672218232913,118.55153305900998,69.05150347135917,124.2863742282087,128.18427058753903,116.06423409275118,156.34525863507145,88.6370727677309,55.00731117327259,106.7538461221504,85.68930030723222
ROLot-00090,2022-03-30,06:27:21,120.30733997592236,102.1219490363378,110.98362885251042,128.06165484414817,106.76535084151598,121.15403204444875,137.84232233881474,107.0913195653297,93.75625517961414,114.33841685255453,123.26874761926149,120.3200637723234,107.14115687359823,100.88415489344172,151.84897887044207,97.64864738500117,125.72860640255314,133.1238129594272,109.10879434002108,73.23971808753151,65.62779138107952,74.76466586880198,119.99222387470274,64.47662945161638,115.87360864889624,90.64532960614198,87.7214367909098,76.5375052355327,81.40401264828772,75.97158059014062,132.82289578386286,68.77086116298717,122.59503555069139,124.65418087161859,124.97566409100567,154.15158114665095,87.27719753695938,63.007853479185826,102.35328428811613,81.4195681002013
ROLot-00070,2022-03-30,08:29:11,116.138822119682,106.93016235569655,114.11573106704219,129.87432222926623,106.59806920576703,125.5371908268642,136.26707902140393,105.59950697644577,94.77479939943824,115.38535065942344,119.46800279560901,137.16388911871647,108.69173144121959,104.74640210111701,155.8529562591376,103.86098241243933,124.44301360989981,123.93644172731902,108.00200296138834,70.55015708606217,64.60853132210825,71.34275349577493,117.35666249426362,62.11811505707192,115.26905512245455,91.5065351831365,90.15553128751789,87.71428983681544,81.97253151148841,74.1430618881669,119.33950311754366,68.95627295069708,127.61275492704698,127.64838249137108,115.70980006373786,154.41565943077433,89.72181234669286,59.67336804201827,104.40676340950323,81.06290732780944
ROLot-00073,2022-03-30,08:55:22,118.18609493825035,100.01502742730929,116.43281787906389,118.10800779330309,102.8377560244329,137.39815890252274,135.35557253473547,106.67604639883028,90.33917983419246,106.2053093037627,117.33100682238985,123.2668932030838,110.61598414741849,105.20091621588114,156.71321935281264,107.45051059933512,131.0149865641247,135.2925420059919,116.66957444980862,71.35377506994263,64.28784771659261,69.20777410560686,116.77359381433352,63.59368183082303,113.4398292038691,92.34653244218808,86.00783575051074,84.56348838473502,82.08913408732988,70.26306453892985,126.10686742230972,68.81556993701334,129.3280367561481,128.8923305926038,118.91279488153938,153.58472793742635,88.97021972005419,62.19129600743472,104.83590655151006,81.54345294804328
ROLot-00058,2022-03-30,12:43:32,119.55385515299449,96.61324959202186,115.5069942512623,130.486206225631,102.66311587306342,125.68063292852709,136.3126131147436,105.11593624914107,92.76493861185067,106.43967973444838,122.77225329642123,121.66863181458791,107.82629880467047,101.54655176724485,158.2448134089129,100.18170289762904,121.70512312139893,135.38552871220654,114.08761810573579,71.68286759544272,65.90666506395132,79.34230594007136,118.55240225665199,66.47084711333599,126.68495695540157,93.30349143213594,88.63859419607417,84.01437917240979,80.16720957433904,67.1103594675049,124.07300283516061,69.36397293600784,123.30996599900094,126.34178793711718,116.06619532412994,150.5703317198491,88.82246494517517,64.0460120511745,110.05369809327341,86.70135816099076
ROLot-00089,2022-03-31,06:29:37,115.96770959039115,105.2660979887028,115.65713974362255,139.04849184408562,109.02356796113733,131.88026396117652,133.31660132520747,121.15569517454055,87.29062873516651,119.77376721152834,123.05485765622035,120.34572256700818,106.16235580587062,102.22706246542552,153.60708143067947,105.23336741028423,128.48361159148763,126.11661157848263,115.29061947353716,73.75318541419306,67.40833191180664,90.61947047417256,124.43452640503415,75.54190956991421,115.96806184950856,91.51797216630678,91.03484609270959,86.3880035377752,77.57019694735243,69.38848545703337,123.92129554187369,71.6220872149774,124.01210733209788,125.51401134708475,120.71788667772341,152.97121669708505,88.50316872420419,65.8803444119304,110.03433945026224,82.05821067956444
ROLot-00072,2022-03-31,10:41:35,111.20285679589627,102.9673692786683,112.17499356492796,132.80400594514975,110.26220284177806,128.01037194609992,132.10456062199813,117.7838964035352,91.78023538582924,120.7006423575302,120.76006272576555,124.85913050525356,105.6721627300966,106.16079804649422,152.20288506257853,104.68349807262247,131.27393793860475,130.3529455768601,118.89559956031658,73.94973898003782,66.78768670054401,84.80806031668854,118.7947251131494,71.20481619800583,110.7070936012088,93.33853367353345,86.33727588098698,83.65748039657467,78.00341920123176,66.15188756259037,125.34980646209318,71.37695049778432,120.48772571273074,124.03721716031465,108.78203690572508,148.56141438505884,88.78869148079087,68.85125775110926,110.14114133466029,76.75198813478958
ROLot-00095,2022-03-31,14:37:49,123.19363859980044,97.79370034574897,116.58852691080567,120.41535812781765,109.97831089581759,132.78226846067636,130.50391447887563,115.00739032682907,,108.80514375980826,120.56742754306462,128.69347742907559,105.20356395443133,101.6467186971729,157.13572187125808,106.26573182844722,138.11125114359493,126.9895779732882,111.12196682288265,70.91931704585859,68.31828413684534,73.38443610108828,122.01199004744386,80.710585514223,110.66828438755626,92.1703982952378,92.1707956479323,88.47570610869212,78.98108478904273,68.08048141563117,129.5690139080013,73.41564847528817,127.91464356975499,126.84234444971918,124.09945003628778,147.7455467352229,90.84069177070707,69.3720649645352,113.30865478161094,86.75187518712674
ROLot-00063,2022-03-31,16:08:14,116.07503206606124,102.9138682622444,115.62879525182315,129.7085280243449,110.00948325018462,135.9520235372676,132.28362915033185,118.70785185145732,83.19592703290569,107.5519349993611,123.96261035456813,136.78196404907766,102.3541353547869,99.36666519741411,152.62212000500872,105.16081460107195,131.19495042754488,121.94391957642586,114.83202937272645,70.53042637814058,68.83249183388689,75.18621788282884,127.07163102223711,70.01462544849365,123.05142413721359,91.88459676158551,93.36116092769356,93.037454171685,78.71859990880412,64.25621139991726,132.6567288803225,74.02136366440067,128.60280756462498,123.90617105601078,112.30210042253496,156.63480282432877,86.9459926717951,69.9809907798871,116.03387821733509,74.9480830631311
ROLot-00123,2022-04-01,08:36:01,112.32887508373092,119.01973097468726,112.10036183005333,143.17975862225276,107.35128756613409,132.2315356849592,123.42040004858228,128.4578746652806,84.06717391450476,121.24816018633578,126.28998236126434,130.30086501793463,101.13041079791891,116.10399130746387,152.3019279478032,104.29303025870945,134.88608500974186,124.56698481516895,111.67802658300768,75.18490126133705,65.83470943574056,85.54408198580876,,73.7917141191502,116.09606892687623,91.31890839942312,101.87184695355134,97.70593159634028,77.56943262592065,62.87222547901485,131.22130669685592,72.57671826581357,130.20359448566086,129.30507080149715,123.87011982482231,159.7577197837166,92.04106271807254,67.99124802334015,117.35140493429536,87.41262376216643
ROLot-00118,2022-04-01,10:09:03,112.87894218914911,118.54134442513595,113.71803577326722,142.19875990523653,114.86958947797983,134.9724541352817,121.1140761088116,125.24243893230725,86.74568117445595,122.61092924327748,125.03471201014614,126.27607147897115,102.26428222119698,118.03773211284184,153.62395129020337,110.81601539394737,139.66037300166616,119.65318917427535,106.48402595182641,71.89177743389544,66.37680905187692,77.72411081229296,130.71474026000502,74.07778516698865,101.20285894478288,93.66670065111835,104.2439737292533,90.83506793264614,79.25821598481598,63.06838796375814,133.2125901792398,74.9472216032246,127.21719566899851,127.36825856587083,118.8211948616281,156.14910548588583,92.43262577148485,70.21909772428931,116.80233522415843,80.86305099596719
ROLot-00114,2022-04-01,17:40:24,112.15423559957401,117.8423259856799,112.23315140276036,140.69283084189533,109.41240167957844,132.34301346264874,122.19231325559181,124.26074024882577,88.30374784273407,123.18585730565185,124.50582168028205,131.93734314689127,102.32450484647859,124.67058147903089,151.87842538958103,105.05232842720908,132.20439095984761,120.60467708004056,112.25325238418436,72.88308850969523,67.91098008374,79.09674799455182,128.6575001907066,78.93827836163551,108.74373462269736,93.72623434036447,100.8453352838859,100.00983796682706,79.09989191192963,59.956390714787,131.6140736801567,74.28873333269969,126.88400214012324,126.77106870734434,127.19891735486247,160.3885120685258,92.09393655174345,69.48349427247098,118.20799833220629,83.92018720290575
ROLot-00112,2022-04-04,07:50:41,115.25644584360819,131.72697396534718,113.77732460579783,131.7318974530214,108.41477204586468,132.01244974992164,133.20700337761758,117.55798478158553,104.72303218473274,123.38388589385993,136.30834783165773,136.48973639886407,107.42386145267893,137.19152506413286,158.26120809923574,104.4309739024512,119.57143305816128,130.7612135437521,105.52333227184117,76.43464275558338,62.68516699143373,59.45262981142534,134.67005713101884,57.56729403068528,101.5718027866248,89.40337182542666,104.69659672954212,104.8885165281614,83.09914649064163,80.26771296217824,124.87197717683225,74.58128954419381,139.3292332787249,125.72960126279696,131.27784477435424,195.20667457288727,101.65825204677314,51.531461517029626,,101.84904629645476
ROLot-00113,2022-04-06,08:12:57,110.10367797211762,106.60754875609582,114.78716112764616,135.76765818906614,110.14565306457875,143.73240294324293,133.9671614867572,118.32357465382285,81.11031548976061,125.79039732198996,128.4326160790732,128.04765411745169,106.98429521923083,110.26524757682238,153.58210664967766,106.048182123222,135.43800106654496,125.58230228025592,112.43944138831662,70.57161407771711,70.3062219728884,70.61245296229832,138.49153364532816,67.63027598481457,112.30236421312355,93.59047980717297,98.65441495058643,100.25381146456672,68.52729898018548,63.65513369315291,126.93286489687321,72.36858061747148,135.52484675951618,126.3684815583096,120.83428475630535,156.6287152264427,97.1582733905986,64.08264755784197,122.2654147442081,93.95624386097178
ROLot-00119,2022-04-08,11:50:56,98.8951306784445,124.98488254324978,108.00408392390972,139.7993732849762,109.21822246765012,132.15173347930394,112.94004901444191,133.76293754968916,79.13995982840235,129.68105094085158,132.320982054521,134.0877019730645,100.7686996193727,122.06537261525406,149.86696694906328,104.08300789981672,130.3792623721603,111.53671004968562,118.02956551170405,65.94430471754376,62.132621286398944,85.89705643221667,134.3172955811075,82.22363599171464,117.71027334850852,93.06399939123106,106.59722449783744,94.17718417846224,60.388207844776424,55.33623572149743,133.09411585421978,69.3014460262859,139.98730915574973,121.73852234095465,121.70570999458391,158.63651733184832,100.92357753782048,68.15654789668989,122.11942501570205,98.12836490376304
ROLot-00120,2022-04-10,11:14:16,98.44856975649353,133.90245995276058,104.46667810263118,143.77609930609515,104.03122922037474,135.73880722912975,109.78837014602463,121.2713389793713,85.03227123697307,122.15841655671112,138.1211746758334,133.8886703587715,103.21449498227575,135.86717895107395,160.52311885762325,94.66028359150246,112.31086895055418,110.41218362607334,97.86131638146706,59.70798998459111,50.0167850480462,60.02069239704472,128.37885949693333,65.76711816207815,95.35049013511906,91.69437838623072,107.25863788662069,97.01836293723302,61.633401488352135,63.70472026392529,128.4620291343392,64.04009160178744,146.06660410313225,127.18751818540753,129.49771066088792,163.72722707720624,102.58723650058047,51.340140320057536,122.43344346639351,105.60703678386058
ROLot-00122,2022-04-12,16:27:31,90.68127466617523,118.26554131837808,107.62785012122094,113.47857343785427,96.46556246312439,118.8165601900267,128.26691165345898,103.21380858589296,87.17746510833689,106.69207312504781,132.08438577113412,131.22710281477623,106.45327261075988,118.30948463949576,152.0584438782503,98.49759871515705,115.8167007284364,119.07624980164061,103.44719368072836,55.76740890715343,46.19371162915725,56.24312433693736,125.33544470793082,53.94212406604307,109.29668827724919,91.60572667451316,93.02674466611788,91.09472593027473,54.83761473920683,74.15982103390203,123.92901501205154,55.87235082929219,138.7160168923195,122.52434658456946,128.45258876436748,151.99666150379065,97.86519568222506,49.04275603935194,155.65485224873996,101.63108829582714
ROLot-00115,2022-04-13,16:14:58,96.07789914509974,110.44731516515567,106.59290048091317,115.4107776998062,94.9092460418244,120.1023750880821,124.11775154250537,102.64779266787032,84.53342656440438,106.57896060293436,127.83381527123383,124.26919138451696,104.9955710556208,117.98219440909824,154.30227646293804,95.37863953488517,119.06837542222297,109.52850603578145,101.66767771343959,49.78240026261606,48.118901299259015,66.1676969320007,119.31578193623565,44.46479456276272,116.07028076043127,89.64346181122399,89.47194837079743,89.66316090372939,49.66234809463686,61.57805306896049,116.88186851252577,58.533246654700456,137.6427001071503,130.01041205132444,112.1446973699673,161.4809317494897,96.51898085860434,55.914688434834325,109.69563728266411,90.39347902658008
ROLot-00116,2022-04-21,06:06:00,101.3264531526925,85.20725828673187,104.05922569376494,118.3379584238822,82.64411409296335,100.74713509060454,118.88095574121871,90.21705200657041,81.8353341555169,98.12280751719274,115.14637510392083,118.83194520397207,101.55328237614316,82.97548105928608,146.99672862577435,95.24079266282858,120.85431595897522,110.111151862208,97.65485803270936,45.45470355580826,40.65227521634636,71.43745189929862,98.70335420595603,42.4772352263128,106.09852516571021,91.18496682467949,81.53509156391354,62.560039573010144,58.77081787724026,72.08135971935006,120.52768918771031,47.65615685790095,115.17093015047281,120.52384268473163,110.74604803587938,140.92479761098153,83.03075387835442,58.4927786950572,90.83089911385277,73.75112020658747
ROLot-00121,2022-04-24,12:53:01,110.07180807943143,104.11769026653798,107.88688334762105,122.30669051749237,82.93179983268026,110.17419477910755,111.75333143392196,101.79815292094626,103.97930588483545,122.58021191126598,119.27359596783025,128.7257432924657,106.01124403037612,111.05364436509329,161.44896507853377,93.96726346156015,110.91549751022096,126.6202116188027,94.08849771967526,52.15492727205634,37.506341502294816,59.121984747009634,101.3572425078606,55.589653313255695,93.75647082271256,84.7144646495606,94.78033117225009,83.47352478984465,78.95946316628942,67.232752472828,116.25174440234065,47.807930567040444,114.14069379056859,118.28236850750646,113.24516372515444,162.54738143336712,88.73851694955977,45.138143160933595,93.50876235764412,85.80939675223799
ROLot-00117,2022-04-30,08:52:34,109.77188253926187,121.49851106167667,102.5024433361011,140.55707968518843,102.2244092358623,122.06470436561966,115.92458497582356,117.1485381326566,91.86955616475255,125.2322911425755,122.94797288044415,134.9807381796881,104.56116245156642,122.27709875649147,156.73952317580398,100.25429105184375,119.94607763636427,129.6038508218487,108.39933697649685,71.87888102290066,55.99732318194215,67.37006551921147,117.03656659855339,67.52437846706628,101.58070935066878,86.23248214899775,105.72287474093373,92.20475699649153,87.97538441815165,66.4695490830265,117.95136997253088,65.68595338574086,125.95427659781859,121.44463315090456,119.58859366706446,155.5052803595373,96.0418273657031,54.88403415223601,110.24822241051467,92.45784153230889
ROLot-00137,2022-05-04,10:33:53,102.28405712057922,104.87579178115854,117.97281003599115,120.7099516007629,109.87540605645108,129.40355560212245,137.10426647203892,113.57298962630347,99.45642206135972,108.91614262517115,127.46674057515483,133.42277877239525,117.54443592448996,109.84036999227918,147.97132715734895,105.38972051786364,126.81190714925845,145.10520912556078,107.4945577298135,76.47068470754472,67.8475497417795,64.91595388472042,132.0263860019786,51.96467413437311,118.07918302857668,91.59062841807363,89.64248620153474,91.9778539940307,80.25739050438513,72.00469634793377,117.17173574872422,67.71591543497345,129.76754971353355,114.0628672237411,114.9871306029627,151.3581030721819,96.52352075548235,57.93556894429192,113.82316114994958,90.47330641624504
ROLot-00135,2022-05-05,06:14:38,109.05772500368246,106.22276083174727,116.0838327445178,134.38200391516187,105.33400047187217,121.14355086387633,129.3878210152202,124.73614064720203,88.46750787394933,121.14244490060113,124.45590093889517,131.63072164748394,110.42206453717124,106.91617908991023,154.57006559516284,107.50916954578831,136.06115031664396,136.26132606404613,112.67799696704412,70.79878138125419,66.89110176258703,75.5614951330767,131.91545244798053,72.4495976643879,120.6964845000046,94.36604443325741,93.98414105662779,82.81901029266197,73.47288934936579,66.47071529430555,114.76396444757309,69.66890325161992,134.23379674772394,118.11253604055474,105.5696070482453,152.18928655196916,96.74128913474684,65.90533601618905,113.52062597438069,88.69986973985324
ROLot-00126,2022-05-05,17:41:03,102.47115073170254,114.50902956124042,107.09206798394712,129.34684701610232,107.70929070613032,128.15094136812826,128.77871723617503,122.99382453739874,81.15099211460827,116.78814350345188,123.20336241242164,127.74673382586849,112.22785038424684,106.2164227471718,152.51198388070313,103.15972115938874,133.68375865887106,130.7827545792629,109.71953523711394,74.488590136625,64.61804978851194,75.2520330117382,132.69346213364366,68.28073440767353,115.86602219655848,94.70871824710284,95.74409850533097,84.50755630307779,74.60696296574714,75.46593336979407,125.1010880222063,68.83916721676468,135.9185329468479,119.54214435935891,111.43126284135833,139.30856777477928,97.18236882214079,65.39551937425952,112.12224305165238,82.09150308755387
ROLot-00130,2022-05-08,10:43:14,101.767071016164,133.34015716235766,105.69569734720777,137.11080915796606,105.62651354909659,121.7803354394904,115.05352621427639,126.5212792697494,93.77231696076447,125.386468838725,132.21293763690647,130.97062066596595,109.45743311245054,131.7532191076135,153.42558967922827,96.19428942455053,119.8742472942694,125.27903828130249,108.00098195555081,63.4830094762347,52.090013810826136,56.06932354734214,129.4490468198268,62.10944919224881,106.80871987725313,89.59516338720437,108.73028378763576,98.72533337209042,71.90184975969522,66.8123905869295,122.07367962604098,61.22683693150794,141.5867295411069,117.61291615623313,123.44499470264338,176.35429017632444,104.34520839943265,48.31287906035203,114.54341764893505,99.2212179949585
ROLot-00124,2022-05-11,06:06:40,93.2772628286096,108.82044807673677,108.69178500761329,121.66638873068807,96.12023685915598,118.20755061587596,129.72999870633623,110.16596538181433,92.10924794905159,103.38358028511554,126.25357700867403,125.18738669706862,112.34391447068856,104.17066335965512,145.73443436273874,100.13832455762048,122.75853595436716,126.10131929198053,104.2019412477892,59.74674192905394,52.408922897945196,69.84983028500405,119.88647561211292,58.22053895824966,111.21385247972692,90.09908023189745,90.0017038509454,79.84607434513518,58.24115170795396,75.2478419870609,108.64513103778866,56.60439409652698,130.42529951423026,115.20681624149103,113.68634125959554,146.56954511891664,98.37394954805664,54.80619666559827,99.96910988707297,96.43265065395161
ROLot-00128,2022-05-12,14:53:05,98.37265388296146,109.73315052632705,111.90807239351072,128.4255880946408,96.04037140114147,112.58903398694707,116.9852235562743,113.60533774204383,80.4442497366619,112.93646137242045,125.49144309964136,129.29527482916342,106.95687185370663,102.52227353151723,148.840161896003,106.7564443050896,126.51929334277654,114.43223539813643,105.62448248723544,58.48076013822339,47.448003249632706,65.20031653031954,120.25179771789861,54.53619699690902,111.5922546228809,91.13238227420915,85.71051777739154,79.84532188695052,50.51799716046053,63.86854162929244,117.23145947910773,53.984536973255274,133.49077938823478,111.84155615183693,108.93495487010338,149.7016725940742,98.09921709952754,61.02973063579109,103.82795888191433,83.43975246874743
ROLot-00125,2022-05-12,17:30:52,93.98116181014363,107.40098169462556,107.35887418458964,123.72080231946462,97.02894735008421,105.73504819086946,117.56406073252603,111.20492124512005,80.8106023082781,113.32983174916711,122.97837510871553,134.86480005356853,105.82963809018285,101.66062895335486,147.75367382526665,97.58885455342217,120.29711204587929,115.3986456982071,109.5367878653884,53.901066784253814,49.98786748846942,65.95134575376161,116.26136485142702,58.45322689033678,112.24266213821352,88.94146927757401,81.45053487121885,82.44820623892099,53.86856034011015,63.34225842110641,121.21814107001816,55.11010341071841,125.79297532183818,114.01680259569393,109.36112326238359,141.4187780202728,95.66394593085056,61.227620177880134,99.81221413660656,84.7667322194651
ROLot-00131,2022-05-14,16:02:59,94.18101454351036,114.37808313420433,105.1098525641312,124.07982029162534,86.68757347193618,105.60338047265061,99.24967731164824,108.20639106366973,89.74564693422953,128.09102079133783,126.07159539602668,140.07841916513664,103.45361860688371,112.6579583857513,149.31288059171092,92.81935622436144,116.8365474697827,110.09920581645724,89.96383171808074,48.859200400461525,37.46460618602199,60.0623795381066,114.56445989516504,55.64853812629434,144.7099276879702,87.65064525505058,107.93530831868473,95.15121184492219,56.399600843917,57.194484881466956,121.70332864236181,47.875588409041455,127.32886404722635,111.73397405517612,121.70896021850774,141.90689752629788,94.69084698747312,50.09306311789936,102.12338076872707,85.63544017007119
ROLot-00132,2022-05-15,07:57:49,93.46110826762765,122.97902638316774,103.1531725434075,124.70080242331969,86.5588439730958,106.05218325063028,101.86182768879421,102.24393821144126,94.39233345800612,114.17524396086868,123.34701503469068,127.21408442941299,103.96077454167154,119.36885146103702,151.62851919189126,84.07068303249969,107.46879607523175,118.18677095516088,87.76465615065464,42.95395966248598,30.289989561927523,54.815602468062814,109.5530440042968,42.57738732823822,100.45696314522283,84.34133361550825,105.63910543539062,91.1759233355354,58.80481429167109,64.1691067719625,114.62072733981496,44.457699037508256,128.86933063789462,115.04651673848744,113.72092122165483,160.47603353083406,97.80180517192903,42.43087344965312,93.59363967649857,93.1926877880867
ROLot-00134,2022-05-16,07:57:39,93.35396282474092,110.44934303453029,100.79053378567698,116.02020514296285,79.04356789473916,106.42314645214209,111.56955440403289,96.07150427621883,98.97444540900517,102.29109341508422,123.50189173798489,140.38314984736633,110.04578606249451,107.54973621609886,149.8312333536321,86.06155238403679,105.84028553232875,124.74032413588793,86.68968715566594,39.09283997999723,31.634132810940606,52.43529985026464,100.97807514105166,34.61834396469523,102.47254627504682,83.96496191497816,89.15710129449884,84.8906257298952,61.68281538439051,66.87176848280059,113.10354926718955,45.98408222693925,130.7092714271009,112.89090594284065,104.83911313965652,148.9260224632857,93.23585287638532,40.611693664215345,97.33115902701769,90.96217808319741
ROLot-00136,2022-05-18,06:09:07,96.07666971288833,85.89175640650102,105.76449793040666,120.3372252921388,80.18687907549001,100.44096717531524,120.80335225467152,79.4804560336327,88.21005115891319,90.7772762614182,111.94094311259394,123.6678764551197,110.82435730962008,93.99381929520723,145.5565851693047,93.10612108847799,119.03514697542421,121.72105267336957,77.99278166282198,49.67600220620961,33.654851025801186,52.57141776502751,100.476201903134,34.64407400546767,112.59679594565796,89.68197663690901,79.66030218944499,78.95014710344932,58.31924174623107,70.26153664748858,105.93160951334258,42.7967944754359,119.34997780476739,111.68378432055039,108.54132812696723,144.3174601717494,87.49871504369351,49.81214533984372,87.52879085024084,72.69957087512677
ROLot-00129,2022-05-21,06:18:33,104.94212998463094,100.83614812601904,102.38637673130653,123.69856999737975,83.7732918012586,96.8023931399088,100.60081489134514,101.78871617454809,93.45524464935822,103.40318466906307,117.48941113534816,130.40393785836955,108.11198397042834,100.10910362470408,152.71771989088134,93.30082261641158,116.35928044863675,120.96687632202156,84.539168159611,42.434417493091026,33.635186720407575,63.607027698975074,101.92733282569209,53.49753944509264,97.49412444518549,88.27457537399103,97.435914712797,86.54930018803827,69.21751130573342,59.534655934943466,111.53568792268265,41.108958498090004,115.32808870018069,112.51491564063193,107.09836693883578,148.0785558083268,84.91523875259323,47.22201488276964,86.14192137431473,79.22951669072827
